12:00 AM,7,PROP-MH,20 bldg,IN,0
12:00 AM,11,SHELL-MH,20 bldg,IN,0
12:05 AM,6,MH-PROP,3 wsq,OUT,0
12:15 AM,4,G4-MH,20 bldg,IN,0
12:15 AM,10,MH-SHELL,20 bldg,OUT,0
12:15 AM,9,SHELL-MH,20 bldg,IN,0
12:20 AM,5,MH-G4-SM,8 bldg,OUT,0
12:20 AM,8,PROP-MH,20 bldg,IN,0
12:25 AM,12,MM-MH,20 bldg,IN,0
12:30 AM,3,G4-MH,20 bldg,IN,0
12:30 AM,7,MH-PROP,20 bldg,OUT,0
12:30 AM,11,MH-SHELL-SM,3 wsq,OUT,0
12:35 AM,6,PROP-MH,20 bldg,IN,0
12:45 AM,9,MH-SHELL-SM,8 bldg,OUT,0
12:45 AM,10,SHELL-MH,20 bldg,IN,0
12:50 AM,8,MH-PROP,8 bldg,OUT,0
12:55 AM,5,G4-MH,20 bldg,IN,0
12:55 AM,12,MH-MM,20 bldg,OUT,0
1:00 AM,7,PROP-MH,20 bldg,IN,1
1:00 AM,11,SHELL-MH,20 bldg,IN,1
1:15 AM,6,MH-MM-PROP,3 wsq,OUT,1
1:15 AM,10,MH-SHELL-SM,20 bldg,OUT,1
1:15 AM,9,SHELL-MH,20 bldg,IN,1
1:20 AM,8,PROP-MH,20 bldg,IN,1
1:25 AM,12,MM-MH,20 bldg,IN,1
1:30 AM,11,MH-SHELL-SM,3 wsq,OUT,1
1:40 AM,7,MH-MM-PROP,20 bldg,OUT,1
1:45 AM,9,MH-SHELL-SM,8 bldg,OUT,1
1:45 AM,6,PROP-MH,20 bldg,IN,1
1:45 AM,10,SHELL-MH,20 bldg,IN,1
1:55 AM,12,MH-MM,20 bldg,OUT,1
2:00 AM,8,MH-MM-PROP,8 bldg,OUT,2
2:00 AM,11,SHELL-MH,20 bldg,IN,2
2:10 AM,7,PROP-MH,20 bldg,IN,2
2:15 AM,10,MH-SHELL-SM,20 bldg,OUT,2
2:15 AM,9,SHELL-MH,20 bldg,IN,2
2:25 AM,6,MH-MM-PROP,3 wsq,OUT,2
2:25 AM,12,MM-MH,20 bldg,IN,2
2:30 AM,11,MH-SHELL-SM,3 wsq,OUT,2
2:30 AM,8,PROP-MH,20 bldg,IN,2
2:45 AM,9,MH-SHELL-SM,8 bldg,OUT,2
2:45 AM,10,SHELL-MH,20 bldg,IN,2
2:50 AM,7,MH-MM-PROP,20 bldg,OUT,2
2:55 AM,6,PROP-MH,20 bldg,IN,2
3:00 AM,11,SHELL-MH,20 bldg,IN,3
3:10 AM,8,MH-MM-PROP,8 bldg,OUT,3
3:15 AM,10,MH-SHELL-SM,20 bldg,OUT,3
3:15 AM,9,SHELL-MH,20 bldg,IN,3
3:20 AM,7,PROP-MH,20 bldg,IN,3
3:30 AM,11,MH-SHELL-SM,3 wsq,OUT,3
3:35 AM,6,MH-MM-PROP,3 wsq,OUT,3
3:40 AM,8,PROP-MH,20 bldg,IN,3
3:45 AM,9,MH-SHELL-SM,8 bldg,OUT,3
3:45 AM,10,SHELL-MH,20 bldg,IN,3
4:00 AM,7,MH-MM-PROP,20 bldg,OUT,4
4:00 AM,11,SHELL-MH,20 bldg,IN,4
4:15 AM,10,MH-SHELL-SM,20 bldg,OUT,4
4:15 AM,6,PROP-MH,20 bldg,IN,4
4:15 AM,9,SHELL-MH,20 bldg,IN,4
4:20 AM,8,MH-MM-PROP,8 bldg,OUT,4
4:30 AM,11,MH-SHELL-SM,3 wsq,OUT,4
4:40 AM,7,PROP-MH,20 bldg,IN,4
4:45 AM,6,MH-MM-PROP,3 wsq,OUT,4
4:45 AM,9,MH-SHELL,8 bldg,OUT,4
4:45 AM,10,SHELL-MH,20 bldg,IN,4
5:00 AM,8,PROP-MH,20 bldg,IN,5
5:00 AM,11,SHELL-MH,20 bldg,IN,5
5:10 AM,4,MH-G4-SM,20 bldg,OUT,5
5:10 AM,7,MH-MM-PROP,20 bldg,OUT,5
5:10 AM,1,SL1-MH,20 bldg,IN,5
5:15 AM,10,MH-SHELL,20 bldg,OUT,5
5:15 AM,6,PROP-MH,20 bldg,IN,5
5:15 AM,9,SHELL-MH,20 bldg,IN,5
5:25 AM,3,SL1-MH,20 bldg,IN,5
5:30 AM,8,MH-MM-PROP,8 bldg,OUT,5
5:40 AM,5,MH-G4-SM,8 bldg,OUT,5
5:40 AM,11,MH-SHELL,3 wsq,OUT,5
5:40 AM,1,MH-SL1,8 bldg,OUT,5
5:40 AM,7,PROP-MH,20 bldg,IN,5
5:40 AM,2,SL1-MH,20 bldg,IN,5
5:45 AM,4,G4-MH,20 bldg,IN,5
5:45 AM,6,MH-PROP,3 wsq,OUT,5
5:45 AM,9,MH-SHELL,8 bldg,OUT,5
5:45 AM,10,SHELL-MH,20 bldg,IN,5
5:55 AM,3,MH-SL1,20 bldg,OUT,5
6:00 AM,8,PROP-MH,20 bldg,IN,6
6:10 AM,7,MH-MM-PROP,20 bldg,OUT,6
6:10 AM,2,MH-SL1,20 bldg,OUT,6
6:10 AM,11,SHELL-MH,20 bldg,IN,6
6:10 AM,1,SL1-MH,20 bldg,IN,6
